episode,global_step,episode_step,reward,episode_reward_so_far,true_policy,predator_a_action,predator_b_action
0,1,1,-1.0,-1.0,chase_x,2,4
0,2,2,-1.0,-2.0,chase_x,4,0
0,3,3,-1.0,-3.0,chase_x,4,1
0,4,4,-1.0,-4.0,chase_x,1,3
0,5,5,-1.0,-5.0,chase_x,1,0
0,6,6,-1.0,-6.0,chase_x,1,2
0,7,7,-1.0,-7.0,chase_x,0,4
0,8,8,-1.0,-8.0,chase_x,2,1
0,9,9,-1.0,-9.0,chase_x,3,4
0,10,10,-1.0,-10.0,chase_x,2,4
0,11,11,-1.0,-11.0,chase_x,3,3
0,12,12,-1.0,-12.0,chase_x,1,4
0,13,13,-1.0,-13.0,chase_x,4,0
0,14,14,-1.0,-14.0,chase_x,1,0
0,15,15,-1.0,-15.0,chase_x,2,0
0,16,16,-1.0,-16.0,chase_x,2,4
0,17,17,-1.0,-17.0,chase_x,2,1
0,18,18,-1.0,-18.0,chase_x,3,3
0,19,19,-1.0,-19.0,chase_x,3,2
0,20,20,-1.0,-20.0,chase_x,4,4
0,21,21,-1.0,-21.0,chase_x,4,4
0,22,22,-1.0,-22.0,chase_x,0,4
0,23,23,-1.0,-23.0,chase_x,3,4
0,24,24,-1.0,-24.0,chase_x,1,1
0,25,25,-1.0,-25.0,chase_x,2,0
0,26,26,-1.0,-26.0,chase_x,4,4
0,27,27,-1.0,-27.0,chase_x,4,4
0,28,28,-1.0,-28.0,chase_x,2,2
0,29,29,-1.0,-29.0,chase_x,4,4
0,30,30,-1.0,-30.0,chase_x,2,4
0,31,31,-1.0,-31.0,chase_x,2,3
0,32,32,-1.0,-32.0,chase_x,1,2
0,33,33,-1.0,-33.0,chase_x,3,2
0,34,34,-1.0,-34.0,chase_x,2,2
0,35,35,-1.0,-35.0,chase_x,0,3
0,36,36,-1.0,-36.0,chase_x,3,1
0,37,37,-1.0,-37.0,chase_x,4,3
0,38,38,-1.0,-38.0,chase_x,1,2
0,39,39,-1.0,-39.0,chase_x,1,0
0,40,40,-1.0,-40.0,chase_x,1,3
1,41,1,-1.0,-1.0,chase_x,3,1
1,42,2,-1.0,-2.0,chase_x,0,3
1,43,3,-1.0,-3.0,chase_x,2,4
1,44,4,-1.0,-4.0,chase_x,3,1
1,45,5,-1.0,-5.0,chase_x,0,0
1,46,6,-1.0,-6.0,chase_x,2,1
1,47,7,-1.0,-7.0,chase_x,4,2
1,48,8,-1.0,-8.0,chase_x,0,1
1,49,9,-1.0,-9.0,chase_x,1,4
1,50,10,-1.0,-10.0,chase_x,0,0
1,51,11,-1.0,-11.0,chase_x,1,3
1,52,12,-1.0,-12.0,chase_x,1,1
1,53,13,-1.0,-13.0,chase_x,3,1
1,54,14,-1.0,-14.0,chase_x,1,2
1,55,15,-1.0,-15.0,chase_x,1,2
1,56,16,-1.0,-16.0,chase_x,0,0
1,57,17,-1.0,-17.0,chase_x,1,4
1,58,18,-1.0,-18.0,chase_x,2,2
1,59,19,-1.0,-19.0,chase_x,1,2
1,60,20,-1.0,-20.0,chase_x,0,3
1,61,21,-1.0,-21.0,chase_x,3,4
1,62,22,-1.0,-22.0,chase_x,4,0
1,63,23,-1.0,-23.0,chase_x,1,2
1,64,24,-1.0,-24.0,chase_x,1,1
1,65,25,-1.0,-25.0,chase_x,0,0
1,66,26,-1.0,-26.0,chase_x,2,0
1,67,27,-1.0,-27.0,chase_x,3,4
1,68,28,-1.0,-28.0,chase_x,2,1
1,69,29,-1.0,-29.0,chase_x,4,4
1,70,30,-1.0,-30.0,chase_x,4,1
1,71,31,-1.0,-31.0,chase_x,2,3
1,72,32,-1.0,-32.0,chase_x,0,0
1,73,33,-1.0,-33.0,chase_x,1,3
1,74,34,-1.0,-34.0,chase_x,0,0
1,75,35,-1.0,-35.0,chase_x,2,2
1,76,36,-1.0,-36.0,chase_x,4,1
1,77,37,-1.0,-37.0,chase_x,2,2
1,78,38,-1.0,-38.0,chase_x,4,0
1,79,39,-1.0,-39.0,chase_x,0,1
1,80,40,-1.0,-40.0,chase_x,0,0
2,81,1,-1.0,-1.0,chase_x,1,3
2,82,2,-1.0,-2.0,chase_x,2,4
2,83,3,-1.0,-3.0,chase_x,0,2
2,84,4,-1.0,-4.0,chase_x,4,1
2,85,5,-1.0,-5.0,chase_x,2,1
2,86,6,-1.0,-6.0,chase_x,3,4
2,87,7,-1.0,-7.0,chase_x,4,1
2,88,8,-1.0,-8.0,chase_x,1,1
2,89,9,-1.0,-9.0,chase_x,2,0
2,90,10,-1.0,-10.0,chase_x,3,0
2,91,11,-1.0,-11.0,chase_x,0,4
2,92,12,-1.0,-12.0,chase_x,2,0
2,93,13,-1.0,-13.0,chase_x,4,0
2,94,14,-1.0,-14.0,chase_x,2,2
2,95,15,-1.0,-15.0,chase_x,4,3
2,96,16,-1.0,-16.0,chase_x,2,2
2,97,17,-1.0,-17.0,chase_x,2,3
2,98,18,-1.0,-18.0,chase_x,2,4
2,99,19,-1.0,-19.0,chase_x,2,1
2,100,20,-1.0,-20.0,chase_y,1,1
2,101,21,-1.0,-21.0,chase_y,2,4
2,102,22,-1.0,-22.0,chase_y,2,1
2,103,23,-1.0,-23.0,chase_y,4,3
2,104,24,-1.0,-24.0,chase_y,2,0
2,105,25,-1.0,-25.0,chase_y,4,2
2,106,26,-1.0,-26.0,chase_y,1,0
2,107,27,-1.0,-27.0,chase_y,1,1
2,108,28,-1.0,-28.0,chase_y,4,2
2,109,29,-1.0,-29.0,chase_y,1,0
2,110,30,-1.0,-30.0,chase_y,3,0
2,111,31,-1.0,-31.0,chase_y,0,2
2,112,32,-1.0,-32.0,chase_y,2,2
2,113,33,-1.0,-33.0,chase_y,1,4
2,114,34,-1.0,-34.0,chase_y,3,1
2,115,35,-1.0,-35.0,chase_y,0,0
2,116,36,-1.0,-36.0,chase_y,2,0
2,117,37,-1.0,-37.0,chase_y,0,3
2,118,38,-1.0,-38.0,chase_y,1,1
2,119,39,-1.0,-39.0,chase_y,2,2
2,120,40,-1.0,-40.0,chase_y,0,2
3,121,1,-1.0,-1.0,chase_y,4,1
3,122,2,-1.0,-2.0,chase_y,0,4
3,123,3,-2.0,-4.0,chase_y,2,0
3,124,4,-1.0,-5.0,chase_y,4,0
3,125,5,-1.0,-6.0,chase_y,2,1
3,126,6,-1.0,-7.0,chase_y,0,1
3,127,7,-1.0,-8.0,chase_y,3,1
3,128,8,-1.0,-9.0,chase_y,1,1
3,129,9,-1.0,-10.0,chase_y,2,3
3,130,10,-1.0,-11.0,chase_y,0,1
3,131,11,-1.0,-12.0,chase_y,1,4
3,132,12,-1.0,-13.0,chase_y,2,2
3,133,13,-1.0,-14.0,chase_y,3,1
3,134,14,-1.0,-15.0,chase_y,3,1
3,135,15,-1.0,-16.0,chase_y,4,1
3,136,16,-1.0,-17.0,chase_y,0,0
3,137,17,-1.0,-18.0,chase_y,2,0
3,138,18,-1.0,-19.0,chase_y,3,2
3,139,19,-1.0,-20.0,chase_y,1,0
3,140,20,-1.0,-21.0,chase_y,3,0
3,141,21,-1.0,-22.0,chase_y,2,2
3,142,22,-1.0,-23.0,chase_y,1,2
3,143,23,-1.0,-24.0,chase_y,3,4
3,144,24,-1.0,-25.0,chase_y,4,2
3,145,25,-1.0,-26.0,chase_y,4,3
3,146,26,-1.0,-27.0,chase_y,2,1
3,147,27,-1.0,-28.0,chase_y,2,2
3,148,28,-1.0,-29.0,chase_y,2,0
3,149,29,-1.0,-30.0,chase_y,2,4
3,150,30,-1.0,-31.0,chase_y,3,4
3,151,31,99.0,68.0,chase_y,2,1
4,152,1,-1.0,-1.0,chase_y,4,1
4,153,2,-1.0,-2.0,chase_y,2,3
4,154,3,-1.0,-3.0,chase_y,2,1
4,155,4,-1.0,-4.0,chase_y,0,2
4,156,5,-1.0,-5.0,chase_y,3,0
4,157,6,-1.0,-6.0,chase_y,1,0
4,158,7,-1.0,-7.0,chase_y,3,0
4,159,8,-1.0,-8.0,chase_y,2,4
4,160,9,-1.0,-9.0,chase_y,4,2
4,161,10,-1.0,-10.0,chase_y,1,0
4,162,11,-1.0,-11.0,chase_y,4,0
4,163,12,-1.0,-12.0,chase_y,4,3
4,164,13,-1.0,-13.0,chase_y,2,4
4,165,14,-1.0,-14.0,chase_y,2,1
4,166,15,-1.0,-15.0,chase_y,3,2
4,167,16,-1.0,-16.0,chase_y,2,1
4,168,17,-1.0,-17.0,chase_y,2,2
4,169,18,-1.0,-18.0,chase_y,1,3
4,170,19,-1.0,-19.0,chase_y,2,4
4,171,20,-1.0,-20.0,chase_y,0,1
4,172,21,-1.0,-21.0,chase_y,1,2
4,173,22,-1.0,-22.0,chase_y,0,0
4,174,23,-1.0,-23.0,chase_y,0,0
4,175,24,-1.0,-24.0,chase_y,4,2
4,176,25,-1.0,-25.0,chase_y,2,2
4,177,26,-1.0,-26.0,chase_y,1,1
4,178,27,-1.0,-27.0,chase_y,2,3
4,179,28,-1.0,-28.0,chase_y,1,4
4,180,29,-1.0,-29.0,chase_y,1,4
4,181,30,-1.0,-30.0,chase_y,3,3
4,182,31,-1.0,-31.0,chase_y,0,3
4,183,32,-1.0,-32.0,chase_y,2,0
4,184,33,-1.0,-33.0,chase_y,1,1
4,185,34,-1.0,-34.0,chase_y,3,4
4,186,35,-1.0,-35.0,chase_y,4,3
4,187,36,-1.0,-36.0,chase_y,1,4
4,188,37,-1.0,-37.0,chase_y,2,2
4,189,38,-1.0,-38.0,chase_y,1,3
4,190,39,-1.0,-39.0,chase_y,1,1
4,191,40,-1.0,-40.0,chase_y,2,2
5,192,1,-1.0,-1.0,chase_y,1,1
5,193,2,-1.0,-2.0,chase_y,2,0
5,194,3,-1.0,-3.0,chase_y,3,1
5,195,4,-1.0,-4.0,chase_y,4,4
5,196,5,-1.0,-5.0,chase_y,3,0
5,197,6,-1.0,-6.0,chase_y,0,4
5,198,7,-1.0,-7.0,chase_y,2,1
5,199,8,-1.0,-8.0,chase_y,2,4
5,200,9,-1.0,-9.0,chase_x,2,1
5,201,10,-1.0,-10.0,chase_x,1,4
5,202,11,-1.0,-11.0,chase_x,1,3
5,203,12,-1.0,-12.0,chase_x,0,4
5,204,13,-1.0,-13.0,chase_x,0,4
5,205,14,-1.0,-14.0,chase_x,4,0
5,206,15,-1.0,-15.0,chase_x,2,3
5,207,16,-1.0,-16.0,chase_x,2,3
5,208,17,-1.0,-17.0,chase_x,4,3
5,209,18,-1.0,-18.0,chase_x,2,4
5,210,19,-1.0,-19.0,chase_x,0,0
5,211,20,-1.0,-20.0,chase_x,0,3
5,212,21,-1.0,-21.0,chase_x,0,1
5,213,22,-1.0,-22.0,chase_x,0,4
5,214,23,-1.0,-23.0,chase_x,2,4
5,215,24,-1.0,-24.0,chase_x,3,3
5,216,25,-1.0,-25.0,chase_x,3,4
5,217,26,-1.0,-26.0,chase_x,1,0
5,218,27,-1.0,-27.0,chase_x,2,4
5,219,28,-1.0,-28.0,chase_x,1,3
5,220,29,-1.0,-29.0,chase_x,2,0
5,221,30,-1.0,-30.0,chase_x,4,0
5,222,31,-1.0,-31.0,chase_x,3,3
5,223,32,-1.0,-32.0,chase_x,3,0
5,224,33,-1.0,-33.0,chase_x,2,0
5,225,34,-1.0,-34.0,chase_x,1,0
5,226,35,-1.0,-35.0,chase_x,4,3
5,227,36,-1.0,-36.0,chase_x,1,3
5,228,37,-1.0,-37.0,chase_x,4,2
5,229,38,-1.0,-38.0,chase_x,0,4
5,230,39,-1.0,-39.0,chase_x,0,1
5,231,40,-1.0,-40.0,chase_x,0,0
6,232,1,-1.0,-1.0,chase_x,1,1
6,233,2,-1.0,-2.0,chase_x,4,1
6,234,3,-1.0,-3.0,chase_x,2,0
6,235,4,-1.0,-4.0,chase_x,3,0
6,236,5,-1.0,-5.0,chase_x,1,4
6,237,6,-1.0,-6.0,chase_x,1,3
6,238,7,-1.0,-7.0,chase_x,3,2
6,239,8,-1.0,-8.0,chase_x,2,4
6,240,9,-1.0,-9.0,chase_x,1,2
6,241,10,-1.0,-10.0,chase_x,3,1
6,242,11,-1.0,-11.0,chase_x,2,4
6,243,12,-1.0,-12.0,chase_x,1,2
6,244,13,-1.0,-13.0,chase_x,4,4
6,245,14,-1.0,-14.0,chase_x,1,0
6,246,15,-1.0,-15.0,chase_x,4,4
6,247,16,-1.0,-16.0,chase_x,4,4
6,248,17,-1.0,-17.0,chase_x,1,3
6,249,18,-1.0,-18.0,chase_x,0,0
6,250,19,-1.0,-19.0,chase_x,2,2
6,251,20,-1.0,-20.0,chase_x,2,1
6,252,21,-1.0,-21.0,chase_x,2,4
6,253,22,-1.0,-22.0,chase_x,3,4
6,254,23,-1.0,-23.0,chase_x,4,4
6,255,24,-1.0,-24.0,chase_x,2,1
6,256,25,-1.0,-25.0,chase_x,2,1
6,257,26,-1.0,-26.0,chase_x,3,2
6,258,27,-1.0,-27.0,chase_x,2,4
6,259,28,-1.0,-28.0,chase_x,2,4
6,260,29,-1.0,-29.0,chase_x,2,1
6,261,30,-1.0,-30.0,chase_x,2,0
6,262,31,-1.0,-31.0,chase_x,1,4
6,263,32,-1.0,-32.0,chase_x,4,4
6,264,33,-1.0,-33.0,chase_x,1,3
6,265,34,-1.0,-34.0,chase_x,1,2
6,266,35,-1.0,-35.0,chase_x,4,1
6,267,36,-1.0,-36.0,chase_x,4,4
6,268,37,-1.0,-37.0,chase_x,0,0
6,269,38,-1.0,-38.0,chase_x,1,0
6,270,39,-1.0,-39.0,chase_x,0,2
6,271,40,-1.0,-40.0,chase_x,4,0
7,272,1,-1.0,-1.0,chase_x,3,4
7,273,2,-1.0,-2.0,chase_x,0,4
7,274,3,-1.0,-3.0,chase_x,0,3
7,275,4,-1.0,-4.0,chase_x,2,2
7,276,5,-1.0,-5.0,chase_x,2,1
7,277,6,-1.0,-6.0,chase_x,2,4
7,278,7,-1.0,-7.0,chase_x,2,4
7,279,8,-1.0,-8.0,chase_x,0,3
7,280,9,-1.0,-9.0,chase_x,2,0
7,281,10,-1.0,-10.0,chase_x,0,4
7,282,11,-1.0,-11.0,chase_x,3,1
7,283,12,-1.0,-12.0,chase_x,1,2
7,284,13,-1.0,-13.0,chase_x,4,2
7,285,14,-1.0,-14.0,chase_x,0,3
7,286,15,-1.0,-15.0,chase_x,0,4
7,287,16,-1.0,-16.0,chase_x,0,3
7,288,17,-1.0,-17.0,chase_x,4,4
7,289,18,-2.0,-19.0,chase_x,3,4
7,290,19,-1.0,-20.0,chase_x,2,4
7,291,20,-1.0,-21.0,chase_x,4,0
7,292,21,-1.0,-22.0,chase_x,2,1
7,293,22,-2.0,-24.0,chase_x,1,2
7,294,23,-1.0,-25.0,chase_x,2,4
7,295,24,-1.0,-26.0,chase_x,1,0
7,296,25,-1.0,-27.0,chase_x,2,0
7,297,26,-1.0,-28.0,chase_x,2,2
7,298,27,-1.0,-29.0,chase_x,3,4
7,299,28,-1.0,-30.0,chase_x,0,3
7,300,29,-1.0,-31.0,chase_y,2,2
7,301,30,-1.0,-32.0,chase_y,1,4
7,302,31,-1.0,-33.0,chase_y,4,2
7,303,32,-1.0,-34.0,chase_y,1,0
7,304,33,-1.0,-35.0,chase_y,4,2
7,305,34,-1.0,-36.0,chase_y,4,2
7,306,35,-2.0,-38.0,chase_y,2,1
7,307,36,-1.0,-39.0,chase_y,0,2
7,308,37,-1.0,-40.0,chase_y,4,2
7,309,38,-1.0,-41.0,chase_y,2,1
7,310,39,-1.0,-42.0,chase_y,1,2
7,311,40,-1.0,-43.0,chase_y,1,2
8,312,1,-1.0,-1.0,chase_y,2,2
8,313,2,-1.0,-2.0,chase_y,3,0
8,314,3,-1.0,-3.0,chase_y,3,0
8,315,4,-1.0,-4.0,chase_y,2,4
8,316,5,-1.0,-5.0,chase_y,1,2
8,317,6,-1.0,-6.0,chase_y,2,2
8,318,7,-1.0,-7.0,chase_y,2,2
8,319,8,-1.0,-8.0,chase_y,2,1
8,320,9,-1.0,-9.0,chase_y,4,1
8,321,10,-1.0,-10.0,chase_y,1,3
8,322,11,-1.0,-11.0,chase_y,3,2
8,323,12,-1.0,-12.0,chase_y,3,4
8,324,13,-1.0,-13.0,chase_y,1,1
8,325,14,-1.0,-14.0,chase_y,4,2
8,326,15,-1.0,-15.0,chase_y,0,2
8,327,16,-1.0,-16.0,chase_y,4,2
8,328,17,-1.0,-17.0,chase_y,2,1
8,329,18,-1.0,-18.0,chase_y,1,3
8,330,19,-1.0,-19.0,chase_y,0,3
8,331,20,-1.0,-20.0,chase_y,4,1
8,332,21,-1.0,-21.0,chase_y,3,3
8,333,22,-1.0,-22.0,chase_y,1,2
8,334,23,-1.0,-23.0,chase_y,2,1
8,335,24,-1.0,-24.0,chase_y,4,4
8,336,25,-1.0,-25.0,chase_y,1,2
8,337,26,-1.0,-26.0,chase_y,0,4
8,338,27,-1.0,-27.0,chase_y,2,1
8,339,28,-1.0,-28.0,chase_y,0,4
8,340,29,-1.0,-29.0,chase_y,3,2
8,341,30,-1.0,-30.0,chase_y,0,0
8,342,31,-1.0,-31.0,chase_y,2,0
8,343,32,-1.0,-32.0,chase_y,2,0
8,344,33,-1.0,-33.0,chase_y,1,0
8,345,34,-1.0,-34.0,chase_y,2,4
8,346,35,-1.0,-35.0,chase_y,1,0
8,347,36,-1.0,-36.0,chase_y,4,3
8,348,37,-1.0,-37.0,chase_y,1,4
8,349,38,-1.0,-38.0,chase_y,2,2
8,350,39,-1.0,-39.0,chase_y,2,2
8,351,40,-1.0,-40.0,chase_y,1,3
9,352,1,-1.0,-1.0,chase_y,2,3
9,353,2,-1.0,-2.0,chase_y,2,2
9,354,3,-1.0,-3.0,chase_y,2,2
9,355,4,-1.0,-4.0,chase_y,2,3
9,356,5,-1.0,-5.0,chase_y,3,2
9,357,6,-1.0,-6.0,chase_y,0,3
9,358,7,-1.0,-7.0,chase_y,1,2
9,359,8,-1.0,-8.0,chase_y,2,3
9,360,9,-1.0,-9.0,chase_y,4,2
9,361,10,-1.0,-10.0,chase_y,0,0
9,362,11,-1.0,-11.0,chase_y,3,2
9,363,12,-1.0,-12.0,chase_y,2,0
9,364,13,-1.0,-13.0,chase_y,0,0
9,365,14,-1.0,-14.0,chase_y,2,1
9,366,15,-1.0,-15.0,chase_y,3,1
9,367,16,-1.0,-16.0,chase_y,1,1
9,368,17,-1.0,-17.0,chase_y,4,4
9,369,18,-1.0,-18.0,chase_y,3,3
9,370,19,-1.0,-19.0,chase_y,2,1
9,371,20,-1.0,-20.0,chase_y,1,2
9,372,21,-1.0,-21.0,chase_y,2,2
9,373,22,-1.0,-22.0,chase_y,1,4
9,374,23,-2.0,-24.0,chase_y,3,2
9,375,24,-2.0,-26.0,chase_y,2,2
9,376,25,-1.0,-27.0,chase_y,2,1
9,377,26,-1.0,-28.0,chase_y,2,1
9,378,27,-1.0,-29.0,chase_y,1,4
9,379,28,-1.0,-30.0,chase_y,4,4
9,380,29,-1.0,-31.0,chase_y,2,0
9,381,30,-1.0,-32.0,chase_y,2,0
9,382,31,-1.0,-33.0,chase_y,2,0
9,383,32,-1.0,-34.0,chase_y,4,4
9,384,33,-1.0,-35.0,chase_y,4,1
9,385,34,-1.0,-36.0,chase_y,2,3
9,386,35,-1.0,-37.0,chase_y,2,2
9,387,36,-1.0,-38.0,chase_y,3,0
9,388,37,-1.0,-39.0,chase_y,0,0
9,389,38,-1.0,-40.0,chase_y,0,2
9,390,39,-1.0,-41.0,chase_y,0,4
9,391,40,-1.0,-42.0,chase_y,2,2
